,id,code,is_true,errorline
0,2c911d616dcd1421016dd2cc121f1635,"#include<stdio.h>
int main()
{
  int varb_0;
   scanf(""%d"",&varb_0);
  if(varb_0%4==0&&varb_0%100==0)
    printf(""%d是闰年"",varb_0);
  else if(varb_0<=0)
    printf(""非法输入"");
  else
    printf(""%d不是闰年"",varb_0);
  return 0;
}
",0.0,6
1,2c911d616dcd1421016dd2cc121f1635,"#include<stdio.h>
int main()
{
  int varb_0;
  scanf(""%d"",&varb_0);
  if(varb_0%4==0&&varb_0>=0&&varb_0%100==0&&varb_0%400==0)
  printf(""%d是闰年"",varb_0);
  else if((varb_0%4)!=0&&varb_0%100!=0&&varb_0%400!=0&&varb_0>=0)
  printf(""%d不是闰年"",varb_0);
  else
  printf(""非法输入"");
  return 0;
}",0.0,6
2,2c911d616dcd1421016dd2cc121f1635,"#include<stdio.h>
int main()
{
  int varb_0;
  scanf(""%d"",&varb_0);
  if((varb_0%4==0&&varb_0%100!=0)||varb_0%400==0)
  printf(""%d是闰年"",varb_0);
  else
  printf(""%d不是闰年"",varb_0);
  return 0;
}",0.0,6
3,2c911d616dcd1421016dd2cc121f1635,"#include<stdio.h>
int main()
{
	int varb_0;
	scanf(""%d"", &varb_0);
	if(varb_0 % 4 == 0 && varb_0 % 100 != 0 || varb_0 % 400 == 0)
	{
		printf(""%d是闰年"",varb_0);
	}
    else if(varb_0<0)printf(""输入错误显示非法输入"");
    else
		printf(""%d不是闰年"",varb_0);
}
",0.0,10
4,2c911d616dcd1421016dd2cc121f1635,"#include<stdio.h>
main()
{
int varb_0;
scanf(""%d"",&varb_0);
 if(varb_0%4==0&&varb_0%100!=0)
printf(""%d是闰年"",varb_0);
     else if(varb_0%100==0&&varb_0%400==0)
 printf(""%d是闰年"",varb_0);
    else
        printf(""非法输入"");
    return 0;
}",0.0,6
5,2c911d616dcd1421016dd2cc121f1635,"#include<stdio.h>
int main()
{
int varb_0;
scanf(""%d"",&varb_0);
if((varb_0%100!=0)&&(varb_0%4==0) )
printf(""a是闰年"");
else if((varb_0%100!=0)&&(varb_0%4!=0))
printf(""a不是闰年"");
else if((varb_0%100==0)&&(varb_0%4==0))
printf(""a是闰年"");
else if((varb_0%100==0)&&(varb_0%4!=0))
printf(""a不是闰年"");
else if(varb_0<=0)
printf(""非法输入"") ;
return 0;
}",0.0,6
6,2c911d616dcd1421016dd2cc121f1635,"#include<stdio.h>
int main()
{
   int varb_0;
   scanf(""%d"",&varb_0);
   if(varb_0%4==0)
   {
      printf(""%d是闰年"",varb_0);
   }
   else if(varb_0%4!=0)
      {
      printf(""%d不是闰年"",varb_0);
      }
      else if(varb_0<=0)
      printf(""非法输入"");
}",0.0,6
7,2c911d616dcd1421016dd2cc121f1635,"#include<stdio.h>
int main()
{int varb_0,varb_1;
double varb_2,varb_3;
scanf(""%f"",&varb_2);
varb_1=varb_2;
varb_0=varb_2/4.0;
varb_3=varb_2/4.0;
if(varb_0==varb_3)
printf(""%d是闰年"",varb_1);
else if(varb_2<0)
printf(""非法输入"");
else
printf(""%d不是闰年"",varb_1);
}",0.0,4
8,2c911d616dcd1421016dd2cc121f1635,"#include<stdio.h>
int main()
{
    int varb_0;
    scanf(""%d"",&varb_0);
    if(varb_0%4==0)
    printf(""%d是闰年"",varb_0);
    else
    printf(""非法输入"");
    return 0;
}",0.0,6
9,2c911d616dcd1421016dd2cc121f1635,"#include <stdio.h>
int main()
{
   int varb_0;
   scanf(""%d"",&varb_0);
   if(varb_0>=0&&((varb_0%100!=0) &&(varb_0%4==0)) ||( varb_0 % 400==0) )
    printf(""%d是闰年"",varb_0);
    else if(varb_0%4!=0)
    printf(""%d不是闰年"",varb_0) ;
    else if(varb_0<=0)
    printf(""非法输入"");
 return 0;
 }
",0.0,6
