,id,code,is_true,format_code,errorline,code_spec
0,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()
{
  float num1,num2;
  scanf(""%f%f"",&num1,&num2);
  if (num1>num2)
    printf(""aum1>num2"");
  else if (num1<num2)
    printf(""num1<num2"");
   else
    printf(""num1=num2"");
  return 0;


}",0.0,"#include<stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f%f"",&varb_0,&varb_1);
  if(varb_0>varb_1)
    printf(""aum1>num2"");
  else if(varb_0<varb_1)
    printf(""num1<num2"");
   else
    printf(""num1=num2"");
  return 0;
}",7,2c911d616dcd1421016dd29acbb51579_0.csv
1,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>

int main()

{

    float num1,num2;

    scanf(""%f %f"",&num1,&num2);

    if((num1-num2)>0)

       printf(""num1>num2"");

    else if((num1-num2)<0)

       printf(""num1<num2"");

    else if((num1-num2)==0)

       printf(""num1-num2=0"");

    

}",0.0,"#include<stdio.h>
int main()
{
    float varb_0,varb_1;
    scanf(""%f %f"",&varb_0,&varb_1);
    if((varb_0-varb_1)>0)
       printf(""num1>num2"");
    else if((varb_0-varb_1)<0)
       printf(""num1<num2"");
    else if((varb_0-varb_1)==0)
       printf(""num1-varb_1=0"");
}",10,2c911d616dcd1421016dd29acbb51579_1.csv
2,2c911d616dcd1421016dd29acbb51579,"#include <stdio.h>
int main()
{
  float num1,num2;
  scanf(""%f %f"",&num1,&num2);
  if (num1>=num2)
  printf(""num1>num2"");
  else if(num1==num2)
  printf(""num1=num2"");
  else 
  printf(""num1<num2"");
  return 0;
}",0.0,"#include <stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f %f"",&varb_0,&varb_1);
  if(varb_0>=varb_1)
  printf(""num1>num2"");
  else if(varb_0==varb_1)
  printf(""num1=num2"");
  else 
  printf(""num1<num2"");
  return 0;
}",6,2c911d616dcd1421016dd29acbb51579_2.csv
3,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int  main( )
{
float  num1,num2;
scanf(""%f %f"",&num1,&num2);
if (num1>num2)
printf(""num1>num2"");
else if(num1<num2)
printf(""num1<num2"");
else if(num1==num2)
printf(""num1==num2"");

return 0;
   
           
        
}",0.0,"#include<stdio.h>
int  main( )
{
float  varb_0,varb_1;
scanf(""%f %f"",&varb_0,&varb_1);
if(varb_0>varb_1)
printf(""num1>num2"");
else if(varb_0<varb_1)
printf(""num1<num2"");
else if(varb_0==varb_1)
printf(""num1==num2"");
return 0;
}",11,2c911d616dcd1421016dd29acbb51579_3.csv
4,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()
{float num1,num2;
scanf(""%f %f"",&num1,&num2);
if(num1>num2)
printf(""num1>num2"");
else if(num1<num2) 
printf(""num1<num2"");
else
printf(""num1=num2"");
return 0;
}",0.0,"#include<stdio.h>
int main()
{float varb_0,varb_1;
scanf(""%f %f"",&varb_0,&varb_1);
if(varb_0>varb_1)
printf(""num1>num2"");
else if(varb_0<varb_1) 
printf(""num1<num2"");
else
printf(""num1=num2"");
return 0;
}",1,2c911d616dcd1421016dd29acbb51579_4.csv
5,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()

{
	float num1,num2;
	scanf(""%f %f"",&num1,&num2);
	if(num1>num2)
	printf(""num1>num2"");
	else if(num1=num2)
	printf(""num1=num2"");
	else if(num1<num2)
	printf(""num1<num2"");
	
	return 0;
	
}
",0.0,"#include<stdio.h>
int main()
{
	float varb_0,varb_1;
	scanf(""%f %f"",&varb_0,&varb_1);
	if(varb_0>varb_1)
	printf(""num1>num2"");
	else if(varb_0=varb_1)
	printf(""num1=num2"");
	else if(varb_0<varb_1)
	printf(""num1<num2"");
	return 0;
}
",4,2c911d616dcd1421016dd29acbb51579_5.csv
6,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()
{
  float num1,num2;
  scanf(""%f%f"",&num1,&num2);
  if (num1<num2)
  printf(""num1<num2"");
  else if(num1>num2)
  printf(""num1>num2"");
  else (num1==num2);
  printf(""num1=num2"");
  return 0;
  }",0.0,"#include<stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f%f"",&varb_0,&varb_1);
  if(varb_0<varb_1)
  printf(""num1<num2"");
  else if(varb_0>varb_1)
  printf(""num1>num2"");
  else(varb_0==varb_1);
  printf(""num1=num2"");
  return 0;
  }",6,2c911d616dcd1421016dd29acbb51579_6.csv
7,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()
{
  float num1,num2;
  scanf(""%f %f"",&num1,&num2);
  if(num1>num2)
     printf(""num1<num2"");
  else if(num1<num2)
    printf(""num1<num2"");
  else
     printf(""num1=num2"");
return 0;
}
  ",0.0,"#include<stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f %f"",&varb_0,&varb_1);
  if(varb_0>varb_1)
     printf(""num1<num2"");
  else if(varb_0<varb_1)
    printf(""num1<num2"");
  else
     printf(""num1=num2"");
return 0;
}
",7,2c911d616dcd1421016dd29acbb51579_7.csv
8,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()
{
  float num1,num2;
  scanf(""%f%f"",&num1,&num2);
  if (num1<num2)
  printf(""num1<num2"");
  else if(num1==num2)
  printf(""num1=num2"");
  else (num1>num2);
  printf(""num1>num2"");
  return 0;
  }",0.0,"#include<stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f%f"",&varb_0,&varb_1);
  if(varb_0<varb_1)
  printf(""num1<num2"");
  else if(varb_0==varb_1)
  printf(""num1=num2"");
  else(varb_0>varb_1);
  printf(""num1>num2"");
  return 0;
  }",6,2c911d616dcd1421016dd29acbb51579_8.csv
9,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()
{
char num1,num2;
scanf(""%f %f"",&num1,&num2);
if (num1>num2)
  printf(""num1>num2"");
else if(num1<num2)
  printf(""num1<num2"");
else
  printf(""num1=num2"");
return 2;









}",0.0,"#include<stdio.h>
int main()
{
char varb_0,varb_1;
scanf(""%f %f"",&varb_0,&varb_1);
if(varb_0>varb_1)
  printf(""num1>num2"");
else if(varb_0<varb_1)
  printf(""num1<num2"");
else
  printf(""num1=num2"");
return 2;
}",4,2c911d616dcd1421016dd29acbb51579_9.csv
10,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()
{
 float num1,num2;
 scanf(""%f%f"",&num1,&num2);
 if(num1>num2)
 printf(""num1>num2"");
else if(num1<num2)
printf(""num1<num2"");
else
 printf(""num1=nun2"");
}",0.0,"#include<stdio.h>
int main()
{
 float varb_0,varb_1;
 scanf(""%f%f"",&varb_0,&varb_1);
 if(varb_0>varb_1)
 printf(""num1>num2"");
else if(varb_0<varb_1)
printf(""num1<num2"");
else
 printf(""num1=nun2"");
}",11,2c911d616dcd1421016dd29acbb51579_10.csv
11,2c911d616dcd1421016dd29acbb51579,"#include <stdio.h>
int main()
{
  float num1,num2;
  scanf(""%f %f"",&num1,&num2);
  if (num1>=num2)
  printf(""num1>num2"");
  else if(num1<=num2)
  printf(""num1<num2"");
  else 
  printf(""num1=num2"");
  return 0;
}",0.0,"#include <stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f %f"",&varb_0,&varb_1);
  if(varb_0>=varb_1)
  printf(""num1>num2"");
  else if(varb_0<=varb_1)
  printf(""num1<num2"");
  else 
  printf(""num1=num2"");
  return 0;
}",6,2c911d616dcd1421016dd29acbb51579_11.csv
12,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()
{
  char num1,num2;
  scanf(""%c%c"",&num1,&num2);
  if (num1>num2)
  printf(""num1>num2"");
  else if(num1<num2)
  printf(""num1<num2"");
  else (num1==num2);
  printf(""num1=num2"");
  return 0;
  }",0.0,"#include<stdio.h>
int main()
{
  char varb_0,varb_1;
  scanf(""%c%c"",&varb_0,&varb_1);
  if(varb_0>varb_1)
  printf(""num1>num2"");
  else if(varb_0<varb_1)
  printf(""num1<num2"");
  else(varb_0==varb_1);
  printf(""num1=num2"");
  return 0;
  }",4,2c911d616dcd1421016dd29acbb51579_12.csv
13,2c911d616dcd1421016dd29acbb51579,"#include <stdio.h>

int main()
{
    
    
    
    
    
    float num1,num2;
    
    scanf(""%f %f"",&num1,&num2);
    if (num1>num2)
    printf(""num1>num2"");
    else if(num1<num2)
    printf(""num1"");
    else if(num1==num2)
    printf(""num1=num2"");
    
   
    
    
        
    return 0;
}",0.0,"#include <stdio.h>
int main()
{
    float varb_0,varb_1;
    scanf(""%f %f"",&varb_0,&varb_1);
    if(varb_0>varb_1)
    printf(""num1>num2"");
    else if(varb_0<varb_1)
    printf(""num1"");
    else if(varb_0==varb_1)
    printf(""num1=num2"");
    return 0;
}",9,2c911d616dcd1421016dd29acbb51579_13.csv
14,2c911d616dcd1421016dd29acbb51579,"#include<stdio.h>
int main()
{
float num1,num2;
scanf(""f% f%"",&num1,&num2);
if(num1>num2)
printf(""num1>num2"");
else if(num1<num2)
printf(""num1<num2"");
else
printf(""num1=num2"");
return 0;
}",0.0,"#include<stdio.h>
int main()
{
float varb_0,varb_1;
scanf(""f% f%"",&varb_0,&varb_1);
if(varb_0>varb_1)
printf(""num1>num2"");
else if(varb_0<varb_1)
printf(""num1<num2"");
else
printf(""num1=num2"");
return 0;
}",5,2c911d616dcd1421016dd29acbb51579_14.csv
