,id,code,is_true,errorline
0,2c9f30a56e1ebafc016e344e15650cf5,"#include<stdio.h>
int main()
{ 
   int varb_0,varb_1,varb_2,varb_3,varb_4,varb_5,varb_6;
   scanf(""%d"",&varb_0);
   scanf(""%d %d"",&varb_1,&varb_4);
   scanf(""%d %d"",&varb_2,&varb_5);
   scanf(""%d %d"",&varb_3,&varb_6);
   if(varb_4<0||varb_4>100||varb_5<0||varb_5>100||varb_6<0||varb_6>100)
     printf(""非法输入!"");
   else if(varb_4>varb_5&&varb_4>varb_6) 
     printf(""%d"",varb_1);
   else if(varb_5>varb_4&&varb_5>varb_6) 
     printf(""%d"",varb_2);  
   else if(varb_6>varb_5&&varb_6>varb_4) 
     printf(""%d"",varb_3); 
}",0.0,11
1,2c9f30a56e1ebafc016e344e15650cf5,"#include<stdio.h>
int main()
{
    int varb_0,varb_1,varb_2,varb_3,varb_4,varb_5;
    scanf(""%d"",&varb_0);
    varb_4=0;
    varb_1=1;
    while(varb_1<=varb_0)
    {
        scanf(""%d %d"",&varb_2,&varb_3);
        if(varb_3>varb_4)
        {
            varb_4=varb_3;    
            varb_5=varb_2;
        }
          varb_1++;   
    }
    if(varb_4>=0&&varb_4<=100)
    printf(""%d"",varb_5);
    else 
    printf(""非法输入！"");
    return 0;
}",0.0,21
2,2c9f30a56e1ebafc016e344e15650cf5,"#include <stdio.h>
int main()
{
int varb_0,varb_1,varb_2,varb_3,varb_4,varb_5=0;
scanf(""%d"",&varb_0);
for(varb_3=1;varb_3<=varb_0;varb_3++)
{
scanf(""%d%d"",&varb_1,&varb_2);
if(varb_2<0||varb_2>100)
{printf(""非法输入!"");
break;}
else if(varb_2>varb_5&&varb_2<=100)
{
varb_5=varb_2;
varb_4=varb_1;
}
}
}",0.0,11
3,2c9f30a56e1ebafc016e344e15650cf5,"#include<stdio.h>
int main()
{
	int varb_0,varb_1=0,varb_2,varb_3,varb_4,varb_5=0,varb_6=0;
	scanf(""%d"",&varb_0);
	 while(varb_1<varb_0)
	 {
		varb_1++;
		scanf(""%d%d"",&varb_2,&varb_3);
		if(varb_3<0)
		{
			varb_6=1;
		} 
		else if(varb_3>100)
		{
			varb_6=1;
		} 
		else
		{
		  if(varb_5<varb_3)  
		  {
		   varb_5=varb_3;
		   varb_4=varb_2;
		  }
		}
	 } 
	 if(varb_6=1)
	 printf(""非法输入!"");
	 else
	 printf(""%d"",varb_2);
	return 0;
}",0.0,27
4,2c9f30a56e1ebafc016e344e15650cf5,"#include <stdio.h>
int main()
{
int varb_0,varb_1,varb_2,varb_3,varb_4,varb_5=0;
scanf(""%d"",&varb_0);
for(varb_3=1;varb_3<=varb_0;varb_3++)
{
scanf(""%d%d"",&varb_1,&varb_2);
if(varb_2<0||varb_2>100)
{printf(""非法输入!"");
continue;}
else if(varb_2>varb_5&&varb_2<=100)
{
varb_5=varb_2;
varb_4=varb_1;
}
}
}",0.0,11
5,2c9f30a56e1ebafc016e344e15650cf5,"#include <stdio.h>
int main()
{
    int varb_0,varb_1,varb_2,varb_3,varb_4,varb_5;
    varb_5=1;
    scanf(""%d"",&varb_0);
    while(varb_0>=1)
    {
        scanf(""%d %d"",&varb_1,&varb_2);
        if(varb_2<0||varb_2>100)
        {
        printf(""非法输入!"");
        return 0;
        }
        else
        {
    if(varb_5==1)
    {
        varb_3=varb_1;
        varb_4=varb_2;
    }
    else
    {
        if(varb_2>varb_4)
        {
            varb_3=varb_1;
            varb_4=varb_2;
        }
        else if(varb_2=varb_4)
        {
        }
        }
    varb_5++;
    varb_0--;
    }
    }
    printf(""%d"",varb_3);
}",0.0,38
6,2c9f30a56e1ebafc016e344e15650cf5,"#include<stdio.h>
int main()
{
int varb_0,varb_1,varb_2,varb_3,varb_4,varb_5,varb_6;
scanf(""%d"",&varb_0);
for(varb_6=1;varb_6<=varb_0;++varb_6,++varb_5)
{
scanf(""%d%d"",&varb_1,&varb_2);
  if(varb_2>100||varb_2<0)
{printf(""非法输入!"");return 0;}
if(varb_5==1)
varb_3=varb_2,varb_4=varb_1;
if(varb_2>varb_3)
varb_3=varb_2,varb_4=varb_1;
if(varb_2<=varb_3)
;
}
printf(""%d"",varb_4);
return 0;
}",0.0,5
7,2c9f30a56e1ebafc016e344e15650cf5,"#include<stdio.h>
 main()
{
int varb_0,varb_1,varb_2,varb_3,varb_4=0,varb_5=0;
scanf(""%d"",&varb_1);
for(varb_0=1;varb_0<=varb_1;varb_0++)
{
scanf(""%d %d"",&varb_2,&varb_3);
if(varb_3<0||varb_3>100)
{printf(""非法输入!"");return 0;}
if(varb_3>varb_5)
{varb_4=varb_2;varb_5=varb_3;}
if(varb_0==varb_1)
printf(""%d"",varb_4);if(varb_0==varb_1)
printf(""%d"",varb_4);
}
}
",0.0,14
8,2c9f30a56e1ebafc016e344e15650cf5,"#include<stdio.h>
int main()
 {
   int varb_0,varb_1,varb_2,varb_3=0,varb_4=0,varb_5;
   scanf(""%d"",&varb_0);
   for(varb_5=1;varb_5<=varb_0;varb_5++)
   {
     scanf(""%d %d"",&varb_1,&varb_2);
     if(varb_2>varb_3)
     {
       varb_3=varb_2;
       varb_4=varb_1;
     }
   }
   if(varb_3>100||varb_3<0){printf(""非法输入！"");}
   else
   {
       printf(""%d"",varb_4);
   }
 }
",0.0,15
9,2c9f30a56e1ebafc016e344e15650cf5,"#include <stdio.h>
int main()
{
int varb_0,varb_1,varb_2,varb_3,varb_4,varb_5=0;
scanf(""%d"",&varb_0);
for(varb_3=1;varb_3<=varb_0;varb_3++)
{
scanf(""%d%d"",&varb_1,&varb_2);
if(varb_2<0||varb_2>100)
{printf(""非法输入!"");
break;}
 if(varb_2>varb_5&&varb_2<=100)
{
varb_5=varb_2;
varb_4=varb_1;
}
}
printf(""%d"",varb_4);
}",0.0,11
