,id,code,is_true,format_code,errorline
0,2c9f30a576c1c3dd017bdd0129586a32,"#include <stdio.h>
int main(){
   int a,b,c; 
   scanf(""%d %d %d"",&a,&b,&c);
   if(a>b)
   {if(b>c)
   printf(""%d->%d->%d"",a,b,c);
   else if(c>a)
   printf(""%d->%d->%d"",c,a,b);}
   if(a>c)
   {if(c>b)
   printf(""%d->%d->%d"",a,c,b);
   else if(b>a)
   printf(""%d->%d->%d"",b,a,c);}
   if(b>c)
   {if(c>a)
   printf(""%d->%d->%d"",b,c,a);}
   if(c>b)
   {if(b>a)
   printf(""%d->%d->%d"",c,b,a);} 
    return 0;
}
",0.0,"#include <stdio.h>
int main(){
   int varb_0,varb_1,varb_2; 
   scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
   if(varb_0>varb_1)
   {if(varb_1>varb_2)
   printf(""%d->%d->%d"",varb_0,varb_1,varb_2);
   else if(varb_2>varb_0)
   printf(""%d->%d->%d"",varb_2,varb_0,varb_1);}
   if(varb_0>varb_2)
   {if(varb_2>varb_1)
   printf(""%d->%d->%d"",varb_0,varb_2,varb_1);
   else if(varb_1>varb_0)
   printf(""%d->%d->%d"",varb_1,varb_0,varb_2);}
   if(varb_1>varb_2)
   {if(varb_2>varb_0)
   printf(""%d->%d->%d"",varb_1,varb_2,varb_0);}
   if(varb_2>varb_1)
   {if(varb_1>varb_0)
   printf(""%d->%d->%d"",varb_2,varb_1,varb_0);} 
    return 0;
}
",2
1,2c9f30a576c1c3dd017bdd0129586a32,"#include <stdio.h>
int main(){
   int a,b,c; 
   scanf(""%d %d %d"",&a,&b,&c);
   if(a>b)
   {if(b>c)
   printf(""%d->%d->%d"",c,b,a);
   else if(c>a)
   printf(""%d->%d->%d"",b,a,c);}
   if(a>c)
   {if(c>b)
   printf(""%d->%d->%d"",b,c,a);
   else if(b>a)
   printf(""%d->%d->%d"",c,a,b);}
   if(b>c)
   {if(c>a)
   printf(""%d->%d->%d"",a,c,b);}
   if(c>b)
   {if(b>a)
   printf(""%d->%d->%d"",a,b,c);}
   if(a=b=c)
   printf(""%d->%d->%d"",a,b,c);
    return 0;
}
",0.0,"#include <stdio.h>
int main(){
   int varb_0,varb_1,varb_2; 
   scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
   if(varb_0>varb_1)
   {if(varb_1>varb_2)
   printf(""%d->%d->%d"",varb_2,varb_1,varb_0);
   else if(varb_2>varb_0)
   printf(""%d->%d->%d"",varb_1,varb_0,varb_2);}
   if(varb_0>varb_2)
   {if(varb_2>varb_1)
   printf(""%d->%d->%d"",varb_1,varb_2,varb_0);
   else if(varb_1>varb_0)
   printf(""%d->%d->%d"",varb_2,varb_0,varb_1);}
   if(varb_1>varb_2)
   {if(varb_2>varb_0)
   printf(""%d->%d->%d"",varb_0,varb_2,varb_1);}
   if(varb_2>varb_1)
   {if(varb_1>varb_0)
   printf(""%d->%d->%d"",varb_0,varb_1,varb_2);}
   if(varb_0=varb_1=varb_2)
   printf(""%d->%d->%d"",varb_0,varb_1,varb_2);
    return 0;
}
",2
2,2c9f30a576c1c3dd017bdd0129586a32,"#include<stdio.h>
int main()
{
  int a,b,c;
  scanf (""%d,%d,%d"",&a,&b,&c);
  if (a>b)
  {  if (b>c)
     {
     printf (""%d->%d->%d"",c,b,a);
     }
     else if(a>c)
     {
     printf (""%d->%d->%d"",b,c,a);
     }
     else
     printf (""%d->%d->%d"",b,a,c);
  }
  else
 {
    if (a>c)
    {
      printf (""%d->%d->%d"",c,a,b);
     }
     else if (b>c)
     {
      printf (""%d->%d->%d"",a,c,b);
      }
      else
      {
        printf (""%d->%d->%d"",a,b,c);
        }
   }
   return 0;
}  
  
     
    ",0.0,"#include<stdio.h>
int main()
{
  int varb_0,varb_1,varb_2;
  scanf(""%d,%d,%d"",&varb_0,&varb_1,&varb_2);
  if(varb_0>varb_1)
  {  if(varb_1>varb_2)
     {
     printf(""%d->%d->%d"",varb_2,varb_1,varb_0);
     }
     else if(varb_0>varb_2)
     {
     printf(""%d->%d->%d"",varb_1,varb_2,varb_0);
     }
     else
     printf(""%d->%d->%d"",varb_1,varb_0,varb_2);
  }
  else
 {
    if(varb_0>varb_2)
    {
      printf(""%d->%d->%d"",varb_2,varb_0,varb_1);
     }
     else if(varb_1>varb_2)
     {
      printf(""%d->%d->%d"",varb_0,varb_2,varb_1);
      }
      else
      {
        printf(""%d->%d->%d"",varb_0,varb_1,varb_2);
        }
   }
   return 0;
}  
",5
3,2c9f30a576c1c3dd017bdd0129586a32,"#include<stdio.h>
int main()
{
	int a,b,c;
	scanf(""%d %d %d"",&a,&b,&c);
	if(a=b)
	{
	   if(b=c)
	     printf(""a=b=c"");		  
	}
	else if(a>b)
	{
	  if(b>c)	
	    printf(""%d->%d->%d"",c,b,a);
      else if(c>a)  	  
	    printf(""%d->%d->%d"",b,a,c);
	  else
	    printf(""%d->%d->%d"",b,c,a);
    }
	else if(b>a)
	{
	  if(a>c)	  	
	    printf(""%d->%d->%d"",c,a,b);	  
	  else if(c>b)
	    printf(""%d->%d->%d"",a,b,c);
	  else
	    printf(""%d->%d->%d"",a,c,b);
    }
return 0;	          
}",0.0,"#include<stdio.h>
int main()
{
	int varb_0,varb_1,varb_2;
	scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
	if(varb_0=varb_1)
	{
	   if(varb_1=varb_2)
	     printf(""a=varb_1=c"");		  
	}
	else if(varb_0>varb_1)
	{
	  if(varb_1>varb_2)	
	    printf(""%d->%d->%d"",varb_2,varb_1,varb_0);
      else if(varb_2>varb_0)  	  
	    printf(""%d->%d->%d"",varb_1,varb_0,varb_2);
	  else
	    printf(""%d->%d->%d"",varb_1,varb_2,varb_0);
    }
	else if(varb_1>varb_0)
	{
	  if(varb_0>varb_2)	  	
	    printf(""%d->%d->%d"",varb_2,varb_0,varb_1);	  
	  else if(varb_2>varb_1)
	    printf(""%d->%d->%d"",varb_0,varb_1,varb_2);
	  else
	    printf(""%d->%d->%d"",varb_0,varb_2,varb_1);
    }
return 0;	          
}",4
4,2c9f30a576c1c3dd017bdd0129586a32,"#include<stdio.h>
int main()
{
int x,y,z,min;
scanf(""%d %d %d"",x,y,z);
if(x>y)
{
min=x;
x=y;
y=min;
}
if(x>z)
{min=x;
x=z;
z=min;
}
if(y>z)
{y=min;
 y=z;
 z=min;
}
printf(""%d->%d->%d"",x,y,z);
 return 0;
  }





",0.0,"#include<stdio.h>
int main()
{
int varb_0,varb_1,varb_2,varb_3;
scanf(""%d %d %d"",varb_0,varb_1,varb_2);
if(varb_0>varb_1)
{
varb_3=varb_0;
varb_0=varb_1;
varb_1=varb_3;
}
if(varb_0>varb_2)
{varb_3=varb_0;
varb_0=varb_2;
varb_2=varb_3;
}
if(varb_1>varb_2)
{varb_1=varb_3;
 varb_1=varb_2;
 varb_2=varb_3;
}
printf(""%d->%d->%d"",varb_0,varb_1,varb_2);
 return 0;
  }
",4
5,2c9f30a576c1c3dd017bdd0129586a32,"#include<stdio.h>
int main()
{
int a,b,c,t;
scanf(""%d %d %d"",&a,&b,&c);
if(a>b)
{
t=b;
b=a;
a=t;
}
if(a>c)
{
t=a;
a=c;
c=t;
}
if(b>c)
{
t=b;
c=b;
b=t;
}

printf(""%d->%d->%d"",a,b,c);
}",0.0,"#include<stdio.h>
int main()
{
int varb_0,varb_1,varb_2,varb_3;
scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
if(varb_0>varb_1)
{
varb_3=varb_1;
varb_1=varb_0;
varb_0=varb_3;
}
if(varb_0>varb_2)
{
varb_3=varb_0;
varb_0=varb_2;
varb_2=varb_3;
}
if(varb_1>varb_2)
{
varb_3=varb_1;
varb_2=varb_1;
varb_1=varb_3;
}
printf(""%d->%d->%d"",varb_0,varb_1,varb_2);
}",21
6,2c9f30a576c1c3dd017bdd0129586a32,"#include<stdio.h>
int main()
{
int a,b,c,tmp;
scanf(""%d %d %d"",&a,&b,&c);
if(a>b)
 {tmp=a;
  a=b;
  b=tmp;
  }
if(a>c)
 {
 tmp=a;
 a=c;
 c=tmp;
 }
if(b>c)
 {
 tmp=b;
 b=c;
 c=tmp;
 }
printf(""%d->%d->%d"",a>b>c);
return 0;
}




",0.0,"#include<stdio.h>
int main()
{
int varb_0,varb_1,varb_2,varb_3;
scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
if(varb_0>varb_1)
 {varb_3=varb_0;
  varb_0=varb_1;
  varb_1=varb_3;
  }
if(varb_0>varb_2)
 {
 varb_3=varb_0;
 varb_0=varb_2;
 varb_2=varb_3;
 }
if(varb_1>varb_2)
 {
 varb_3=varb_1;
 varb_1=varb_2;
 varb_2=varb_3;
 }
printf(""%d->%d->%d"",varb_0>varb_1>varb_2);
return 0;
}
",7
7,2c9f30a576c1c3dd017bdd0129586a32,"#include <stdio.h>
int main(){
   int a,b,c; 
   scanf(""%d %d %d"",&a,&b,&c);
   if(a>b)
   {if(b>c)
   printf(""%d->%d->%d"",c,b,a);
   else if(c>a)
   printf(""%d->%d->%d"",b,a,c);}
   if(a>c)
   {if(c>b)
   printf(""%d->%d->%d"",b,c,a);
   else if(b>a)
   printf(""%d->%d->%d"",c,a,b);}
   if(b>c)
   {if(c>a)
   printf(""%d->%d->%d"",a,c,b);}
   if(c>b)
   {if(b>a)
   printf(""%d->%d->%d\n"",a,b,c);}
   if(a=b=c)
   printf(""%d->%d->%d"",a,b,c);
    return 0;
}
",0.0,"#include <stdio.h>
int main(){
   int varb_0,varb_1,varb_2; 
   scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
   if(varb_0>varb_1)
   {if(varb_1>varb_2)
   printf(""%d->%d->%d"",varb_2,varb_1,varb_0);
   else if(varb_2>varb_0)
   printf(""%d->%d->%d"",varb_1,varb_0,varb_2);}
   if(varb_0>varb_2)
   {if(varb_2>varb_1)
   printf(""%d->%d->%d"",varb_1,varb_2,varb_0);
   else if(varb_1>varb_0)
   printf(""%d->%d->%d"",varb_2,varb_0,varb_1);}
   if(varb_1>varb_2)
   {if(varb_2>varb_0)
   printf(""%d->%d->%d"",varb_0,varb_2,varb_1);}
   if(varb_2>varb_1)
   {if(varb_1>varb_0)
   printf(""%d->%d->%d\n"",varb_0,varb_1,varb_2);}
   if(varb_0=varb_1=varb_2)
   printf(""%d->%d->%d"",varb_0,varb_1,varb_2);
    return 0;
}
",2
8,2c9f30a576c1c3dd017bdd0129586a32,"#include<stdio.h>
int main()
{
int a,b,c,t;
scanf(""%d %d %d"",&a,&b,&c);
if(a>b)
{
t=b;
b=a;
a=t;
}
if(a>c)
{
t=a;
a=c;
c=t;
}
if(b>c)
{
t=b;
c=b;
c=t;
}
return 0;
printf(""%d->%d->%d"",a,b,c);
}",0.0,"#include<stdio.h>
int main()
{
int varb_0,varb_1,varb_2,varb_3;
scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
if(varb_0>varb_1)
{
varb_3=varb_1;
varb_1=varb_0;
varb_0=varb_3;
}
if(varb_0>varb_2)
{
varb_3=varb_0;
varb_0=varb_2;
varb_2=varb_3;
}
if(varb_1>varb_2)
{
varb_3=varb_1;
varb_2=varb_1;
varb_2=varb_3;
}
return 0;
printf(""%d->%d->%d"",varb_0,varb_1,varb_2);
}",21
9,2c9f30a576c1c3dd017bdd0129586a32,"#include<stdio.h>
int main()
{
int x,y,z,min;
scanf(""%d %d %d"",&x,&y,&z);
if(x>y)
{
min=x;
x=y;
y=min;
}
if(x>z)
{min=x;
x=z;
z=min;
}
if(y>z)
{y=min;
 y=z;
 z=min;
}
printf(""%d>%d>%d"",x,y,z);
 return 0;
  }





",0.0,"#include<stdio.h>
int main()
{
int varb_0,varb_1,varb_2,varb_3;
scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
if(varb_0>varb_1)
{
varb_3=varb_0;
varb_0=varb_1;
varb_1=varb_3;
}
if(varb_0>varb_2)
{varb_3=varb_0;
varb_0=varb_2;
varb_2=varb_3;
}
if(varb_1>varb_2)
{varb_1=varb_3;
 varb_1=varb_2;
 varb_2=varb_3;
}
printf(""%d>%d>%d"",varb_0,varb_1,varb_2);
 return 0;
  }
",13
