,id,code,is_true,errorline
0,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include <stdio.h>
double func_0(int,int);
double func_1(int,int,int,int);
double func_2(int,int,int,int);
int main()
{
    int varb_0,varb_1,varb_2,varb_3;
    scanf(""%d %d %d %d"",&varb_0,&varb_1,&varb_2,&varb_3);
    printf(""addition of complex is %.6lf+%.6lfi"",func_0(varb_0,varb_2),func_0(varb_1,varb_3)),
    printf(""product of complex is %.6lf+%.6lfi"",func_1(varb_0,varb_1,varb_2,varb_3),func_2(varb_0,varb_1,varb_2,varb_3));
    return 0;
}
double func_0(int varb_4,int varb_5)
{
    return varb_4+varb_5;
}
double func_1(int varb_4,int varb_5,int varb_10,int varb_11)
{
    return varb_4*varb_10-varb_5*varb_11;
}
double func_2(int varb_4,int varb_5,int varb_10,int varb_11)
{
    return varb_4*varb_11+varb_10*varb_5;
}
",0.0,9
1,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include<stdio.h>
void func_0(int,int,int,int);
void func_1(int,int,int,int);
main()
{
int varb_0,varb_1,varb_2,varb_3,varb_4,varb_5;
scanf(""%d%d%d%d"",&varb_2,&varb_4,&varb_3,&varb_5);
func_0(varb_2,varb_3,varb_4,varb_5);
func_1(varb_2,varb_3,varb_4,varb_5);
return 0;
}
void func_0(int varb_2,int varb_3,int varb_4,int varb_5) 
{ 
 double varb_10, varb_11;
 varb_10=varb_2+varb_3;
 varb_11=varb_4+varb_5;
printf(""addition of complex is %.6f+%.6f"",varb_10,varb_11);
}
void func_1(int varb_2,int varb_3,int varb_4,int varb_5)
{
double varb_16,varb_17;
varb_16=varb_2*varb_3-varb_4*varb_5;
varb_17=varb_2*varb_5+varb_3*varb_4;
printf(""product of complex is %.6f+%.6f"",varb_16,varb_17);
}",0.0,17
2,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include<stdio.h> 
int main()
{
	double varb_0,varb_1,varb_2,varb_3;
	scanf(""%f %f %f %f"",&varb_0,&varb_2,&varb_1,&varb_3);
	printf(""addition of complex is %f+%fi"",(varb_0+varb_1),varb_2+varb_3);
	printf(""product of complex is %f+%fi"",(varb_0*varb_1-varb_2*varb_3),(varb_0*varb_3+varb_1*varb_2));
}",0.0,4
3,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include<stdio.h>
int main()
{
float varb_0,varb_1,varb_2,varb_3;
scanf(""%f %f %f %f"",&varb_0,&varb_1,&varb_2,&varb_3);
printf(""addition of complex is %fd+%fi\n"",(varb_0+varb_2),(varb_1+varb_3));
printf(""product of complex is %f+%fi"",varb_0*varb_2-varb_1*varb_3,varb_0*varb_3+varb_2*varb_1);
return 0;
}",0.0,4
4,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include<stdio.h>
int main()
{float varb_0,varb_1,varb_2,varb_3,varb_4,varb_5,varb_6,varb_7;
scanf(""%f %f %f %f"",&varb_0,&varb_1,&varb_2,&varb_3);
varb_4=varb_0+varb_1;varb_5=varb_2+varb_3;
varb_6=varb_0*varb_1-varb_2*varb_3;varb_7=varb_0*varb_1+varb_2*varb_3;
printf(""addition of complex is %f+%fi"",varb_4,varb_5);
printf(""\naddition of complex is %f+%f"",varb_6,varb_7);
}",0.0,4
5,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include<stdio.h>
int main()
{
  double varb_0,varb_1,varb_2,varb_3;
  double varb_4,varb_5,varb_6,varb_7;
  scanf(""%1f %1f %1f %1f"",&varb_0,&varb_1,&varb_2,&varb_3);
  varb_4=varb_0+varb_2;
  varb_5=varb_1+varb_3;
  varb_6=varb_0*varb_2-varb_1*varb_3;
  varb_7=varb_0*varb_3+varb_1*varb_2;
  printf(""addition of complex is %1f+%1fi\n"",varb_4,varb_5);
  printf(""product of complex is %1f+%1fi\n"",varb_6,varb_7);
}
",0.0,6
6,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include<stdio.h>
int main()
{float varb_0,varb_1,varb_2,varb_3,varb_4,varb_5,varb_6,varb_7;
scanf(""%f %f %f %f"",&varb_0,&varb_2,&varb_1,&varb_3);
varb_4=varb_0+varb_1;varb_5=varb_2+varb_3;
varb_6=varb_0*varb_1-varb_2*varb_3;varb_7=varb_0*varb_3+varb_1*varb_2;
printf(""addition of complex is %f+%fi"",varb_4,varb_5);
printf(""\naddition of complex is %f+%fi"",varb_6,varb_7);
}",0.0,8
7,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include<stdio.h>
int main()
{
  float varb_0,varb_1,varb_2,varb_3;
  scanf(""%d%d%d%d"",&varb_0,&varb_1,&varb_2,&varb_3);
  printf(""addition of complex is %f+%fi\n"",varb_0+varb_2,varb_1+varb_3);
  printf(""product of complex is %f+%fi"",varb_0*varb_2-varb_1*varb_3,varb_0*varb_3+varb_2*varb_1);
}",0.0,5
8,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include <stdio.h>
int varb_0,varb_1,varb_2,varb_3;
float varb_4,varb_5,varb_6,varb_7;
int main()
{
    scanf(""%d %d %d %d"",varb_0,varb_1,varb_2,varb_3);
    varb_4=varb_0+varb_2 ;
    varb_5=varb_1+varb_3;
    varb_6=varb_0*varb_2-varb_1*varb_3;
    varb_7=varb_0*varb_3+varb_2*varb_1;
    printf(""addition of complex is %.6f+%.6fi\n"",varb_4,varb_5);
    printf(""product of complex is %.6f+%.6fi"",varb_6,varb_7);
}
",0.0,6
9,2c9f30a56e7cdc12016ea1c9d2a7360b,"#include <stdio.h>
void func_0(int varb_0,int varb_1,int varb_2,int varb_3);
void func_2(int varb_0,int varb_1,int varb_2,int varb_3);
int main()
{
	float varb_0,varb_1,varb_2,varb_3;
	scanf(""%f %f %f %f"",&varb_0,&varb_1,&varb_2,&varb_3);(varb_0,varb_1,varb_2,varb_3);(varb_0,varb_1,varb_2,varb_3);
}
void func_0(int varb_0,int varb_1,int varb_2,int varb_3)
{
	float varb_12,varb_13;
	varb_12=varb_0+varb_2;
	varb_13=varb_1+varb_3;
	printf(""addition of complex is %.6f+%.6fi\n"",varb_12,varb_13);
}
void func_2(int varb_0,int varb_1,int varb_2,int varb_3)
{
	float varb_12,varb_13;
	varb_12=varb_0*varb_2-varb_1*varb_3;
	varb_13=varb_0*varb_3+varb_1*varb_2;
	printf(""product of complex is %.6f+%.6fi"",varb_12,varb_13);
}",0.0,7
